custom_id,label_x,cause,effect,original_row_id,climate,health,intersection,date,text,replies,link,handle,n_replies,n_reposts,n_likes,n_bookmarks,n_views,language,text_en,original_row_id.1,name,Portfolio,Term Start,Term End,personal_twitter,institutional_twitter,label_y
496,0,,,193576,1,0,0,2022-09-12,"Paris  is an inspiration for  cities.

Paris is taking solid steps for its ecological & green transition with big projects such as cleaning up its Seine river, -50% of greenhouse gas emissions by 2030 & +45% of renewables! 

Together we will achieve even more 
@Anne_Hidalgo
!","1 reply, 24 reposts, 70 likes",https://x.com/VSinkevicius/status/1569240133895094273/photo/1,VSinkevicius,1.0,24.0,70.0,,,en,"Paris  is an inspiration for  cities.

Paris is taking solid steps for its ecological & green transition with big projects such as cleaning up its Seine river, -50% of greenhouse gas emissions by 2030 & +45% of renewables! 

Together we will achieve even more 
@Anne_Hidalgo
!",,,,,,,,1
497,0,,,21863,1,0,0,2024-09-20,"Today, I’m representing the EU at the #G7Culture Ministerial in Naples . 

Key topics: protecting cultural identities, responsible AI use in creative industries, fighting illicit cultural trade, & preserving heritage from climate change . 

 https://g7italy.it/en/g7-ministers-meeting-on-culture/…","1 reply, 4 reposts, 21 likes, 1527 views",https://x.com/Ili_Ivanova/status/1837077010591404515/photo/1,Ili_Ivanova,1.0,4.0,21.0,,1527.0,en,"Today, I’m representing the EU at the #G7Culture Ministerial in Naples . 

Key topics: protecting cultural identities, responsible AI use in creative industries, fighting illicit cultural trade, & preserving heritage from climate change . 

 https://g7italy.it/en/g7-ministers-meeting-on-culture/…",,Iliana Ivanova,"Innovation, Research, Culture, Education, Youth",19/09/2023,30/11/2024,@Ili_Ivanova,@EU_Commission,1
498,1,exceptional climatic events in spring & early summer; further extreme weather,farmers in these 5 countries were impacted,49630,1,0,0,2024-09-23,"Farmers in these 5 countries were impacted by exceptional climatic events in spring & early summer.
 
Further extreme weather has impacted farmers in recent weeks – the Commission is working with MS to assess the possibilities of EU support.
 
/2","1 reply, 1 repost, 2 likes, 1 bookmark, 504 views",,jwojc,1.0,1.0,2.0,1.0,504.0,en,"Farmers in these 5 countries were impacted by exceptional climatic events in spring & early summer.
 
Further extreme weather has impacted farmers in recent weeks – the Commission is working with MS to assess the possibilities of EU support.
 
/2",,Janusz Wojciechowski,Agriculture,01/12/2019,30/11/2024,@jwojc,@EU_Commission,1
499,0,,,86998,1,0,0,2023-12-01,"Are we aware of the fact that we have only one war to wage, only one war that really makes sense?

That is war on the climate crisis, on biodiversity loss and on environmental pollution.
@COP28_UAE
 & 
@UNFCCC","2 replies, 1 repost, 6 likes, 1012 views",,nmusar,2.0,1.0,6.0,,1012.0,en,"Are we aware of the fact that we have only one war to wage, only one war that really makes sense?

That is war on the climate crisis, on biodiversity loss and on environmental pollution.
@COP28_UAE
 & 
@UNFCCC",251757.0,,,,,,,1
500,0,,,71537,1,0,0,2023-11-18,"Alexander Stubb ilmastonmuutoksesta: ""Meillä on taipumus politiikassa hakea liian yksinkertaisia ratkaisuja"" | Verkkouutiset","10 replies, 5 reposts, 73 likes, 13912 views",,alexstubb,10.0,5.0,73.0,,13912.0,fi,"Alexander Stubb of Climate Change: ""We tend to seek too simple solutions in politics"" | Online news",208329.0,,,,,,,1
501,0,,,127596,1,0,0,2022-08-05,"Discussed w/ Pakistani FM 
@BBhuttoZardari
 the world's economic situation and regional and global security issues, including Afghanistan and the Russian aggression against Ukraine. 

Pakistan & EU are close partners to tackle important challenges, like climate change and migration","84 replies, 526 reposts, 1222 likes, 3 bookmarks",https://x.com/JosepBorrellF/status/1555435419227013124/photo/1,JosepBorrellF,84.0,526.0,1222.0,3.0,,en,"Discussed w/ Pakistani FM 
@BBhuttoZardari
 the world's economic situation and regional and global security issues, including Afghanistan and the Russian aggression against Ukraine. 

Pakistan & EU are close partners to tackle important challenges, like climate change and migration",,,,,,,,1
502,0,,,35223,1,0,0,2023-11-20,"V Strasbourgu se začenja #plenarnoEP, na katerem bodo poslanci razpravljali o pravici do popravila, omejevanju rabe pesticidov, ponovni uporabi embalaže, neto ničelni industriji in prihajajočih EU volitvah junija 2024.
V živo od 17:00 na https://bit.ly/3kjEdka",129 views,,Europarl_SL,,,,,129.0,sl,"The #plenarnoep begins in Strasbourg, where MPs will discuss the right to repair, limit pesticides, reuse of packaging, net zero industry and the upcoming EU elections in June 2024.
Live from 5:00 pm on https://bit.ly/3kjjek",104860.0,,,,,,,1
503,0,,,36043,1,0,0,2023-12-01," Some moments from a very lively and busy first day at #COP28, full of friendly faces and warm encounters. We spoke about global climate action, our role in it and the current international affairs and security.","4 replies, 7 reposts, 32 likes, 3012 views",https://x.com/nmusar/status/1730711490896748921/photo/1,nmusar,4.0,7.0,32.0,,3012.0,en," Some moments from a very lively and busy first day at #COP28, full of friendly faces and warm encounters. We spoke about global climate action, our role in it and the current international affairs and security.",,Nataša Pirc Musar,,,,,,1
504,0,,,142312,1,0,0,2022-11-23,"77% of all actions due so far under #ClimateActionPlan 2021 have been completed.

Check out what the Government is doing on climate action here 

https://gov.ie/en/campaigns/2f87c-climate-action-plan-2021/?referrer=http://www.gov.ie/climateaction/…

#ClimateActionIRL","1 reply, 1 like",,MerrionStreet,1.0,,1.0,,,en,"77% of all actions due so far under #ClimateActionPlan 2021 have been completed.

Check out what the Government is doing on climate action here 

https://gov.ie/en/campaigns/2f87c-climate-action-plan-2021/?referrer=http://www.gov.ie/climateaction/…

#ClimateActionIRL",,,,,,,,1
505,0,,,18950,1,0,0,2023-11-17,"I also shared with Special Envoy Xie the EU's #COP28 priorities and the need for ambition on all areas – mitigation, adaptation and means of implementation 

We are both committed to -  climate cooperation and supporting the scientific consensus on climate change.","3 replies, 2 reposts, 3 likes, 2839 views",,WBHoekstra,3.0,2.0,3.0,,2839.0,en,"I also shared with Special Envoy Xie the EU's #COP28 priorities and the need for ambition on all areas – mitigation, adaptation and means of implementation 

We are both committed to -  climate cooperation and supporting the scientific consensus on climate change.",,Wopke Hoekstra,Climate Action,09/10/2023,30/11/2024,@WBHoekstra,@EU_Commission,1
506,0,,,14181,1,0,0,2023-12-01,"Climate change is the challenge of our century.

Our ambitions must match that challenge.

 EU joint statement by President 
@vonderleyen
 and 
@eucopresident
 Michel at #COP28.

#EUatCOP28

https://x.com/i/broadcasts/1yNxaZDNZPlKj…","117 replies, 44 reposts, 114 likes, 6 bookmarks, 19513 views",,EU_Commission,117.0,44.0,114.0,6.0,19513.0,en,"Climate change is the challenge of our century.

Our ambitions must match that challenge.

 EU joint statement by President 
@vonderleyen
 and 
@eucopresident
 Michel at #COP28.

#EUatCOP28

https://x.com/i/broadcasts/1yNxaZDNZPlKj…",44948.0,,,,,,,1
507,1,The Parliament has adopted measures,help the EU reduce its greenhouse gas emissions by at least 55% by 2030,24647,1,0,0,2023-04-23,The Parliament has adopted measures to help the EU reduce its greenhouse gas emissions by at least 55% by 2030. This includes measures such as cutting methane emissions and making renewables the main source of the EU's energy supply by 2050. Find out more: http://eptwitter.eu/qBWE,"64 replies, 28 reposts, 67 likes, 1 bookmark, 21313 views",,Europarl_EN,64.0,28.0,67.0,1.0,21313.0,en,The Parliament has adopted measures to help the EU reduce its greenhouse gas emissions by at least 55% by 2030. This includes measures such as cutting methane emissions and making renewables the main source of the EU's energy supply by 2050. Find out more: http://eptwitter.eu/qBWE,73129.0,,,,,,,1
508,1,Lower consumption,strengthens our energy safety and helps with decarbonization,44176,1,0,0,2023-04-02,"Nižší spotřeba posiluje naši energetickou bezpečnost a pomáhá s dekarbonizací. Kromě energetické účinnosti je potřeba také optimalizovat spotřebu energie. Proto jsme v pátek vypsali dotační výzvu, ve které bude k dispozici až 2,5 miliardy korun na pořízení chytrých elektroměrů.","1 reply, 2 reposts, 52 likes, 2609 views",,JozefSikela,1.0,2.0,52.0,,2609.0,cs,"Lower consumption strengthens our energy safety and helps with decarbonization. In addition to energy efficiency, it is also necessary to optimize energy consumption. Therefore, on Friday we announced a subsidy challenge, which will be available up to 2.5 billion crowns for the acquisition of smart meters.",128953.0,,,,,,,1
509,0,,,186677,1,0,0,2022-10-24,"Major day for research across the island of Ireland as we announce the development of new research centres. 
Working with colleagues in the UK, researchers & educators will work to address major global challenges such as climate change

Find out more here: https://gov.ie/en/press-release/cefe0-ministers-harris-ghani-and-poots-announce-joint-investment-in-co-centres-for-research-and-innovation/…","14 replies, 34 reposts, 110 likes",,SimonHarrisTD,14.0,34.0,110.0,,,en,"Major day for research across the island of Ireland as we announce the development of new research centres. 
Working with colleagues in the UK, researchers & educators will work to address major global challenges such as climate change

Find out more here: https://gov.ie/en/press-release/cefe0-ministers-harris-ghani-and-poots-announce-joint-investment-in-co-centres-for-research-and-innovation/…",,,,,,,,1
510,0,,,100657,1,0,0,2022-09-14,"Em duas diretivas votadas esta quarta-feira, os eurodeputados defendem:

 o aumento da proporção de energia renovável para 45% até 2030

 uma redução de 40% do consumo de energia final e de 42,5% do consumo de energia primária

#energia","1 repost, 3 likes",,Europarl_PT,,1.0,3.0,,,pt,"In two directives voted this Wednesday, the MEPs argue:

 the increase in renewable energy proportion to 45% by 2030

 a 40% reduction in final energy consumption and 42.5% of primary energy consumption

#energy",,,,,,,,1
511,0,,,26782,1,0,0,2024-10-22,"Poslanci dnes pripravili cestu pre lepšie riadenie európskeho vzdušného priestoru, čím umožnili viac priamych letov a menej meškaní a podporili klimatickú neutralitu.

Viac v tlačovej správe  https://europa.eu/!GC9Fyx","1 repost, 112 views",https://x.com/Europarl_SK/status/1848741107208765769/photo/1,Europarl_SK,,1.0,,,112.0,sk,"MEPs today prepared the way for better management of the European airspace, allowing more direct flights and less delayed and supported climate neutrality.

More in the press release https://europa.eu/!gc9fyx",,Slovakia,,,,,@Europarl_SK,1
512,0,,,24073,1,0,0,2023-11-11,"Parliament’s industry, research and energy committee has backed new rules for expanding and accelerating the development of the EU’s net-zero technologies such as batteries and solar panels and what's needed to produce them.

Find out more: https://europa.eu/!WJqbVg","41 replies, 20 reposts, 52 likes, 1 bookmark, 13591 views",https://x.com/Europarl_EN/status/1723396670996803733/photo/1,Europarl_EN,41.0,20.0,52.0,1.0,13591.0,en,"Parliament’s industry, research and energy committee has backed new rules for expanding and accelerating the development of the EU’s net-zero technologies such as batteries and solar panels and what's needed to produce them.

Find out more: https://europa.eu/!WJqbVg",72555.0,,,,,,,1
513,0,,,34049,1,0,0,2022-04-20,"Establishing a system for greenhouse gas emission allowance trading within the #EUETS - opinion by 
@PekkarinenMauri
 to 
@EP_Environment
 adopted with 50 votes to 24, 2 abstentions","2 reposts, 6 likes, 1 bookmark",,EP_Industry,,2.0,6.0,1.0,,en,"Establishing a system for greenhouse gas emission allowance trading within the #EUETS - opinion by 
@PekkarinenMauri
 to 
@EP_Environment
 adopted with 50 votes to 24, 2 abstentions",,,,,,,,1
514,0,,,63082,1,0,0,2022-12-12,"Το Κοινοβούλιο θα αξιολογήσει τα αποτελέσματα της Διάσκεψης των Ηνωμένων Εθνών για την Κλιματική Αλλαγή, η οποία πραγματοποιήθηκε στην Αίγυπτο στις 6 - 19 Νοεμβρίου.

LIVE http://bit.ly/2ut0xjP ~ 18:30",,https://x.com/Europarl_CY/status/1602332450708983812/photo/1,Europarl_CY,,,,,,el,"Parliament will evaluate the results of the United Nations Conference on Climate Change, which took place in Egypt on November 6 - 19.

Live http://bit.ly/2ut0xjp ~ 18:30",,,,,,,,1
515,0,,,59255,1,0,0,2024-02-09,"Wed 14/02, starting 9.00 CET in 
@EP_Environment
 1/2

Reporting on ongoing trilogues: EHDS, breakfast directives, packaging, mercury, right to repair, net zero industry act, STEP

End-of-life vehicles: presentation of proposal & debate

Watch live: https://multimedia.europarl.europa.eu/en/envi-committee-meeting_20240214-0900-COMMITTEE-ENVI_vd…","1 reply, 4 reposts, 4 likes, 2 bookmarks, 2960 views",,EP_Environment,1.0,4.0,4.0,2.0,2960.0,en,"Wed 14/02, starting 9.00 CET in 
@EP_Environment
 1/2

Reporting on ongoing trilogues: EHDS, breakfast directives, packaging, mercury, right to repair, net zero industry act, STEP

End-of-life vehicles: presentation of proposal & debate

Watch live: https://multimedia.europarl.europa.eu/en/envi-committee-meeting_20240214-0900-COMMITTEE-ENVI_vd…",,Environment,,,,,@EP_Environment,1
